id,user_id,event_type,event_date,page
146,7,add_to_cart,2025-02-05T23:55:52.497803,/cart
147,7,page_view,2025-07-05T23:55:52.497809,/checkout
148,7,purchase,2025-06-15T23:55:52.497815,/account
149,7,product_view,2025-07-09T23:55:52.497821,/account
150,7,add_to_cart,2025-10-31T23:55:52.497829,/cart
151,7,purchase,2025-02-17T23:55:52.497836,/checkout
152,7,page_view,2025-06-01T23:55:52.497842,/checkout
153,7,add_to_cart,2025-12-16T23:55:52.497848,/products
154,7,add_to_cart,2025-12-16T23:55:52.497856,/cart
155,7,purchase,2025-08-15T23:55:52.497862,/home
156,7,purchase,2025-06-25T23:55:52.497869,/home
157,7,purchase,2025-12-02T23:55:52.497875,/home
158,7,product_view,2025-06-06T23:55:52.497882,/account
159,7,product_view,2025-02-25T23:55:52.497888,/products
160,7,product_view,2025-09-18T23:55:52.497895,/cart
161,7,purchase,2026-01-14T23:55:52.497901,/cart
162,7,purchase,2025-05-21T23:55:52.497907,/account
163,7,add_to_cart,2025-12-14T23:55:52.497914,/home
164,7,purchase,2026-01-04T23:55:52.497920,/cart
165,7,search,2026-01-10T23:55:52.497927,/home
166,7,add_to_cart,2025-10-12T23:55:52.497934,/cart
167,7,page_view,2025-10-27T23:55:52.497941,/checkout
168,7,product_view,2025-06-23T23:55:52.497947,/home
169,7,purchase,2025-03-21T23:55:52.497953,/checkout
170,7,product_view,2025-04-03T23:55:52.497961,/home
171,7,page_view,2025-04-13T23:55:52.497967,/checkout
172,7,search,2025-03-26T23:55:52.497974,/checkout
173,7,product_view,2026-01-09T23:55:52.497980,/products
174,7,add_to_cart,2025-03-15T23:55:52.497988,/cart
175,7,purchase,2025-08-07T23:55:52.497995,/checkout
176,7,product_view,2025-09-09T23:55:52.498001,/cart
177,7,search,2025-06-08T23:55:52.498010,/account
178,7,purchase,2026-01-24T23:55:52.498016,/products
179,7,search,2025-07-02T23:55:52.498023,/cart
180,7,page_view,2026-01-03T23:55:52.498032,/checkout
181,7,add_to_cart,2025-11-29T23:55:52.498039,/account
182,7,purchase,2025-06-05T23:55:52.498045,/products
183,7,search,2025-05-22T23:55:52.498051,/products
184,7,page_view,2025-08-08T23:55:52.498058,/account
185,7,search,2025-08-02T23:55:52.498064,/checkout
186,7,add_to_cart,2025-04-04T23:55:52.498071,/products
187,7,search,2025-10-09T23:55:52.498078,/home
188,7,product_view,2025-07-19T23:55:52.498084,/account
189,7,add_to_cart,2025-02-07T23:55:52.498091,/home
190,7,add_to_cart,2025-04-22T23:55:52.498097,/home
191,8,product_view,2025-08-01T23:55:52.498105,/cart
192,8,add_to_cart,2025-10-12T23:55:52.498112,/products
193,8,add_to_cart,2025-09-05T23:55:52.498119,/home
194,8,search,2025-07-30T23:55:52.498125,/home
195,8,product_view,2025-08-12T23:55:52.498132,/cart
196,8,product_view,2025-10-02T23:55:52.498138,/account
197,8,search,2025-07-21T23:55:52.498145,/home
198,8,search,2025-10-22T23:55:52.498151,/cart
199,8,purchase,2025-07-24T23:55:52.498158,/checkout
200,8,purchase,2025-07-21T23:55:52.498164,/products
201,8,page_view,2025-08-13T23:55:52.498171,/account
202,8,purchase,2025-05-03T23:55:52.498178,/cart
203,8,page_view,2025-03-21T23:55:52.498185,/checkout
204,8,purchase,2025-03-30T23:55:52.498191,/home
205,8,search,2026-01-04T23:55:52.498198,/checkout
206,8,page_view,2025-08-17T23:55:52.498205,/home
207,8,add_to_cart,2025-11-13T23:55:52.498211,/home
208,8,product_view,2025-03-02T23:55:52.498218,/home
209,8,search,2025-04-22T23:55:52.498226,/account
210,8,page_view,2025-03-12T23:55:52.498232,/cart
211,8,page_view,2025-10-12T23:55:52.498239,/cart
212,8,purchase,2025-03-01T23:55:52.498246,/checkout
213,8,search,2025-02-13T23:55:52.498252,/home
214,8,product_view,2025-09-28T23:55:52.498259,/account
215,8,add_to_cart,2025-02-15T23:55:52.498266,/checkout
216,8,search,2025-09-11T23:55:52.498272,/home
217,9,product_view,2025-12-03T23:55:52.498280,/account
218,9,search,2025-09-11T23:55:52.498288,/products
219,9,add_to_cart,2026-01-22T23:55:52.498295,/products
220,9,search,2025-03-18T23:55:52.498302,/cart
221,9,page_view,2025-04-17T23:55:52.498309,/account
222,9,search,2025-02-08T23:55:52.498315,/products
223,9,page_view,2025-04-26T23:55:52.498322,/products
224,9,search,2025-07-27T23:55:52.498328,/checkout
225,9,search,2025-12-04T23:55:52.498335,/account
226,9,search,2025-07-08T23:55:52.498341,/checkout
227,9,search,2025-12-28T23:55:52.498348,/home
228,9,add_to_cart,2025-08-29T23:55:52.498354,/checkout
229,9,add_to_cart,2025-09-16T23:55:52.498361,/products
230,10,add_to_cart,2025-12-02T23:55:52.498369,/products
231,10,add_to_cart,2025-09-21T23:55:52.498376,/account
232,10,product_view,2025-05-03T23:55:52.498390,/home
233,10,page_view,2025-10-22T23:55:52.498397,/checkout
234,10,search,2025-04-28T23:55:52.498405,/products
235,10,search,2025-06-01T23:55:52.498411,/cart
236,10,product_view,2026-01-28T23:55:52.498418,/home
237,11,search,2025-03-28T23:55:52.498425,/home
238,11,purchase,2025-11-21T23:55:52.498432,/cart
239,11,purchase,2025-07-14T23:55:52.498438,/home
240,11,purchase,2025-09-08T23:55:52.498445,/home
241,11,product_view,2025-11-13T23:55:52.498451,/products
242,11,add_to_cart,2025-08-10T23:55:52.498457,/home
243,11,search,2025-09-03T23:55:52.498464,/checkout
244,11,purchase,2025-06-28T23:55:52.498471,/cart
245,11,add_to_cart,2025-07-28T23:55:52.498477,/home
246,11,page_view,2025-04-30T23:55:52.498484,/checkout
247,11,add_to_cart,2025-05-31T23:55:52.498490,/products
248,11,search,2025-10-17T23:55:52.498497,/home
249,11,product_view,2025-04-12T23:55:52.498504,/cart
250,11,search,2025-03-29T23:55:52.498511,/cart
251,11,purchase,2025-04-13T23:55:52.498517,/products
252,11,add_to_cart,2025-06-02T23:55:52.498524,/checkout
253,11,search,2025-09-24T23:55:52.498531,/home
254,11,purchase,2025-03-31T23:55:52.498537,/home
255,11,page_view,2025-10-18T23:55:52.498544,/account
256,11,purchase,2026-02-04T23:55:52.498551,/products
257,11,purchase,2025-08-14T23:55:52.498558,/home
258,11,add_to_cart,2025-09-20T23:55:52.498565,/cart
259,11,purchase,2025-04-30T23:55:52.498572,/checkout
260,11,search,2025-11-25T23:55:52.498579,/products
261,11,product_view,2025-05-07T23:55:52.498585,/products
262,11,product_view,2026-02-05T23:55:52.498592,/cart
263,11,search,2025-10-05T23:55:52.498599,/products
264,11,page_view,2025-09-29T23:55:52.498606,/cart
265,11,purchase,2025-07-27T23:55:52.498612,/home
266,11,purchase,2025-02-19T23:55:52.498619,/checkout
267,11,purchase,2025-04-14T23:55:52.498626,/products
268,11,add_to_cart,2025-08-06T23:55:52.498632,/home
269,11,page_view,2025-09-25T23:55:52.498638,/account
270,11,search,2025-05-12T23:55:52.498646,/account
271,11,search,2025-04-10T23:55:52.498652,/cart
272,12,page_view,2025-11-29T23:55:52.498660,/home
273,12,purchase,2026-01-29T23:55:52.498667,/account
274,12,purchase,2025-09-12T23:55:52.498673,/products
275,12,search,2025-05-28T23:55:52.498679,/checkout
276,12,search,2025-12-19T23:55:52.498686,/account
277,12,add_to_cart,2026-01-10T23:55:52.498692,/account
278,12,purchase,2025-05-24T23:55:52.498698,/home
279,12,page_view,2025-12-16T23:55:52.498705,/account
280,12,search,2025-10-04T23:55:52.498711,/home
281,12,purchase,2025-10-23T23:55:52.498718,/account
282,12,page_view,2025-08-23T23:55:52.498724,/home
283,12,page_view,2025-09-30T23:55:52.498730,/products
284,12,search,2025-06-04T23:55:52.498737,/account
285,12,search,2025-11-10T23:55:52.498748,/home
286,12,page_view,2025-06-02T23:55:52.498755,/account
287,12,page_view,2025-05-01T23:55:52.498761,/checkout
288,12,page_view,2026-01-13T23:55:52.498767,/account
289,12,search,2025-03-19T23:55:52.498774,/account
290,13,search,2025-09-04T23:55:52.498782,/products
291,13,purchase,2025-06-18T23:55:52.498788,/home
292,13,search,2025-03-14T23:55:52.498795,/account
293,13,page_view,2025-11-24T23:55:52.498801,/checkout
294,13,product_view,2025-03-06T23:55:52.498808,/products
295,13,add_to_cart,2025-12-31T23:55:52.498814,/cart
296,13,purchase,2025-11-06T23:55:52.498821,/products
297,13,page_view,2025-07-14T23:55:52.498828,/home
298,13,page_view,2025-11-03T23:55:52.498834,/products
299,13,page_view,2025-11-03T23:55:52.498840,/account
300,13,search,2025-08-18T23:55:52.498847,/cart
301,13,page_view,2025-02-25T23:55:52.498854,/cart
302,13,add_to_cart,2025-11-11T23:55:52.498861,/cart
303,13,page_view,2025-12-18T23:55:52.498867,/cart
304,13,add_to_cart,2026-01-23T23:55:52.498874,/checkout
305,13,search,2025-06-05T23:55:52.498880,/home
306,13,page_view,2025-08-28T23:55:52.498886,/home
307,13,purchase,2025-08-26T23:55:52.498892,/account
308,13,product_view,2025-11-25T23:55:52.498899,/home
309,13,page_view,2025-07-15T23:55:52.498905,/checkout
310,13,add_to_cart,2025-10-23T23:55:52.498912,/account
311,13,add_to_cart,2025-12-02T23:55:52.498919,/products
312,13,add_to_cart,2025-09-16T23:55:52.498926,/home
313,13,page_view,2025-08-26T23:55:52.498932,/products
314,13,product_view,2025-12-01T23:55:52.498939,/products
315,14,add_to_cart,2026-01-12T23:55:52.498946,/cart
316,14,search,2025-11-26T23:55:52.498953,/home
317,14,page_view,2025-03-03T23:55:52.498959,/account
318,14,page_view,2025-12-29T23:55:52.498966,/home
319,14,add_to_cart,2025-09-27T23:55:52.498972,/account
320,14,purchase,2025-10-21T23:55:52.498979,/products
321,14,product_view,2025-12-16T23:55:52.498985,/products
322,14,add_to_cart,2025-03-14T23:55:52.498991,/products
323,14,purchase,2025-11-05T23:55:52.498997,/account
324,14,search,2025-12-08T23:55:52.499003,/products
325,14,add_to_cart,2025-10-04T23:55:52.499013,/account
326,14,purchase,2025-08-18T23:55:52.499019,/checkout
327,14,purchase,2025-08-19T23:55:52.499026,/products
328,14,add_to_cart,2025-09-03T23:55:52.499032,/products
329,14,product_view,2025-07-16T23:55:52.499039,/cart
330,14,purchase,2025-03-30T23:55:52.499045,/checkout
331,14,search,2026-02-03T23:55:52.499052,/products
332,14,purchase,2025-04-13T23:55:52.499058,/account
333,14,search,2025-07-01T23:55:52.499065,/products
334,14,purchase,2025-11-08T23:55:52.499071,/home
335,14,product_view,2025-08-07T23:55:52.499077,/products
336,14,search,2025-06-18T23:55:52.499084,/checkout
337,14,add_to_cart,2025-09-17T23:55:52.499091,/account
338,14,product_view,2025-03-16T23:55:52.499098,/cart
339,14,add_to_cart,2025-03-24T23:55:52.499104,/checkout
340,14,add_to_cart,2025-08-07T23:55:52.499111,/checkout
341,14,page_view,2025-08-18T23:55:52.499117,/products
342,14,search,2025-07-14T23:55:52.499124,/cart
343,14,purchase,2025-04-23T23:55:52.499130,/home
344,14,purchase,2025-06-01T23:55:52.499137,/checkout
345,14,add_to_cart,2025-07-31T23:55:52.499144,/products
346,14,product_view,2026-01-05T23:55:52.499150,/account
347,14,search,2025-07-07T23:55:52.499157,/cart
348,14,page_view,2025-09-22T23:55:52.499163,/checkout
349,14,purchase,2025-10-16T23:55:52.499170,/products
350,14,search,2025-04-14T23:55:52.499176,/cart
351,14,add_to_cart,2025-09-11T23:55:52.499183,/checkout
352,14,purchase,2025-07-19T23:55:52.499190,/checkout
353,14,purchase,2025-03-01T23:55:52.499196,/products
354,14,purchase,2025-10-22T23:55:52.499204,/account
355,14,product_view,2025-02-13T23:55:52.499210,/checkout
356,14,add_to_cart,2025-03-18T23:55:52.499217,/account
357,14,product_view,2025-08-16T23:55:52.499225,/products
358,14,add_to_cart,2025-09-10T23:55:52.499231,/products
359,14,search,2025-05-29T23:55:52.499238,/account
360,14,add_to_cart,2025-09-06T23:55:52.499245,/home
361,14,purchase,2025-06-07T23:55:52.499251,/home
362,15,search,2025-03-12T23:55:52.499259,/checkout
363,15,add_to_cart,2025-03-22T23:55:52.499266,/account
364,15,add_to_cart,2025-08-24T23:55:52.499272,/cart
365,15,add_to_cart,2025-03-05T23:55:52.499279,/cart
366,15,search,2025-05-01T23:55:52.499285,/cart
367,15,product_view,2025-07-01T23:55:52.499292,/products
368,15,product_view,2026-01-23T23:55:52.499298,/checkout
369,15,page_view,2025-07-19T23:55:52.499305,/account
370,15,add_to_cart,2025-09-07T23:55:52.499311,/account
371,15,search,2025-04-09T23:55:52.499317,/products
372,15,product_view,2025-03-31T23:55:52.499324,/account
373,15,page_view,2025-07-08T23:55:52.499331,/home
374,15,purchase,2025-10-14T23:55:52.499337,/account
375,15,page_view,2025-12-16T23:55:52.499344,/checkout
376,15,product_view,2025-03-07T23:55:52.499351,/products
377,16,search,2025-12-22T23:55:52.499359,/home
378,16,add_to_cart,2026-01-25T23:55:52.499365,/checkout
379,16,add_to_cart,2025-06-08T23:55:52.499371,/products
380,16,search,2026-01-06T23:55:52.499378,/checkout
381,16,add_to_cart,2026-02-03T23:55:52.499384,/home
382,16,purchase,2025-05-07T23:55:52.499391,/account
383,16,search,2025-06-04T23:55:52.499397,/account
384,16,page_view,2025-04-27T23:55:52.499405,/products
385,16,search,2025-09-18T23:55:52.499411,/account
386,16,add_to_cart,2025-12-07T23:55:52.499417,/products
387,16,page_view,2025-09-12T23:55:52.499424,/checkout
388,16,add_to_cart,2025-04-08T23:55:52.499431,/cart
389,16,search,2025-07-17T23:55:52.499437,/products
390,16,purchase,2025-03-14T23:55:52.499444,/cart
391,16,add_to_cart,2025-04-15T23:55:52.499450,/products
392,16,search,2025-02-11T23:55:52.499457,/cart
393,16,purchase,2025-07-13T23:55:52.499464,/products
394,16,add_to_cart,2025-04-05T23:55:52.499471,/home
395,16,search,2025-11-26T23:55:52.499477,/account
396,16,product_view,2025-03-20T23:55:52.499484,/cart
397,16,page_view,2025-10-18T23:55:52.499490,/checkout
398,16,product_view,2025-09-24T23:55:52.499497,/account
399,16,page_view,2025-03-01T23:55:52.499503,/home
400,16,add_to_cart,2025-03-14T23:55:52.499510,/checkout
401,16,search,2025-09-09T23:55:52.499516,/account
402,16,search,2025-12-22T23:55:52.499524,/account
403,16,search,2025-06-19T23:55:52.499530,/home
404,16,search,2025-02-21T23:55:52.499537,/account
405,16,add_to_cart,2025-10-17T23:55:52.499543,/cart
406,16,add_to_cart,2025-04-04T23:55:52.499550,/home
407,16,page_view,2025-12-14T23:55:52.499556,/checkout
408,16,page_view,2025-11-11T23:55:52.499562,/cart
409,16,product_view,2026-01-22T23:55:52.499569,/home
410,16,search,2025-10-02T23:55:52.499575,/account
411,16,product_view,2025-09-19T23:55:52.499582,/account
412,16,page_view,2025-12-26T23:55:52.499588,/products
413,16,add_to_cart,2025-10-10T23:55:52.499595,/cart
414,16,purchase,2025-10-18T23:55:52.499601,/checkout
415,16,search,2025-06-04T23:55:52.499608,/products
416,16,purchase,2025-05-08T23:55:52.499615,/home
417,16,purchase,2026-01-13T23:55:52.499622,/account
418,16,product_view,2025-02-17T23:55:52.499628,/cart
419,16,page_view,2026-01-05T23:55:52.499635,/home
420,16,search,2025-05-29T23:55:52.499641,/account
421,16,add_to_cart,2026-01-17T23:55:52.499648,/home
422,16,purchase,2025-05-03T23:55:52.499654,/home
423,16,page_view,2025-07-15T23:55:52.499661,/home
424,16,purchase,2025-04-15T23:55:52.499667,/account
425,16,page_view,2026-01-24T23:55:52.499674,/home
426,17,add_to_cart,2026-01-17T23:55:52.499683,/products
427,17,product_view,2025-04-24T23:55:52.499689,/checkout
428,17,search,2025-12-07T23:55:52.499696,/checkout
429,17,product_view,2026-01-20T23:55:52.499703,/home
430,17,product_view,2025-04-03T23:55:52.499710,/home
431,17,add_to_cart,2025-09-09T23:55:52.499716,/products
432,17,page_view,2025-10-26T23:55:52.499722,/cart
433,17,product_view,2025-08-21T23:55:52.499729,/cart
434,17,product_view,2025-09-25T23:55:52.499740,/products
435,17,page_view,2025-10-21T23:55:52.499747,/cart
436,17,add_to_cart,2025-12-29T23:55:52.499760,/checkout
437,17,page_view,2025-02-14T23:55:52.499767,/checkout
438,17,product_view,2025-02-27T23:55:52.499773,/home
439,17,search,2025-04-09T23:55:52.499780,/home
440,17,add_to_cart,2025-05-03T23:55:52.499787,/checkout
441,17,page_view,2025-12-27T23:55:52.499793,/cart
442,17,search,2025-12-17T23:55:52.499800,/home
443,17,search,2025-12-08T23:55:52.499807,/products
444,17,add_to_cart,2025-02-09T23:55:52.499813,/home
445,17,product_view,2025-02-21T23:55:52.499820,/cart
446,17,page_view,2025-11-28T23:55:52.499826,/cart
447,17,search,2025-02-28T23:55:52.499833,/home
448,17,add_to_cart,2025-05-15T23:55:52.499840,/account
449,17,page_view,2025-09-10T23:55:52.499847,/home
450,18,add_to_cart,2025-05-08T23:55:52.499854,/checkout
451,18,purchase,2025-08-27T23:55:52.499861,/products
452,18,search,2025-02-14T23:55:52.499867,/home
453,18,product_view,2025-10-19T23:55:52.499877,/checkout
454,18,search,2025-05-20T23:55:52.499883,/cart
455,18,search,2025-07-26T23:55:52.499889,/cart
456,18,search,2025-11-01T23:55:52.499896,/account
457,18,page_view,2025-10-06T23:55:52.499902,/account
458,18,page_view,2026-01-17T23:55:52.499910,/checkout
459,18,purchase,2025-03-28T23:55:52.499917,/home
460,18,search,2025-12-05T23:55:52.499923,/account
461,18,purchase,2025-11-11T23:55:52.499930,/products
462,19,add_to_cart,2025-12-07T23:55:52.499937,/cart
463,19,purchase,2026-01-12T23:55:52.499944,/home
464,19,add_to_cart,2025-12-25T23:55:52.499950,/cart
465,19,add_to_cart,2025-08-20T23:55:52.499957,/home
466,19,search,2025-04-06T23:55:52.499963,/checkout
467,19,add_to_cart,2025-07-22T23:55:52.499970,/home
468,19,search,2025-05-01T23:55:52.499976,/cart
469,19,purchase,2025-08-17T23:55:52.499983,/products
470,19,purchase,2025-11-08T23:55:52.499989,/checkout
471,19,purchase,2025-12-29T23:55:52.499996,/home
472,19,add_to_cart,2025-03-18T23:55:52.500002,/cart
473,19,purchase,2025-06-01T23:55:52.500009,/home
474,19,search,2025-04-13T23:55:52.500016,/account
475,19,product_view,2025-02-10T23:55:52.500022,/account
476,19,purchase,2025-05-15T23:55:52.500028,/account
477,19,purchase,2025-07-02T23:55:52.500035,/checkout
478,19,product_view,2025-09-14T23:55:52.500041,/account
479,19,product_view,2025-04-05T23:55:52.500048,/products
480,19,page_view,2026-01-21T23:55:52.500055,/cart
481,19,page_view,2025-04-09T23:55:52.500061,/cart
482,19,search,2025-06-19T23:55:52.500068,/cart
483,19,search,2025-10-22T23:55:52.500075,/cart
484,19,purchase,2025-05-23T23:55:52.500081,/cart
485,19,add_to_cart,2025-11-03T23:55:52.500087,/checkout
486,19,page_view,2025-06-17T23:55:52.500094,/products
487,19,search,2025-07-14T23:55:52.500101,/products
488,19,purchase,2025-07-13T23:55:52.500107,/cart
489,19,page_view,2025-09-26T23:55:52.500114,/checkout
490,19,page_view,2025-06-07T23:55:52.500120,/home
491,19,page_view,2025-12-25T23:55:52.500127,/cart
492,19,purchase,2025-12-11T23:55:52.500133,/products
493,19,page_view,2025-07-27T23:55:52.500141,/account
494,19,search,2025-11-05T23:55:52.500148,/cart
495,19,page_view,2025-02-12T23:55:52.500154,/account
496,19,search,2025-12-15T23:55:52.500161,/home
497,19,page_view,2025-03-16T23:55:52.500168,/checkout
498,19,search,2025-05-04T23:55:52.500175,/account
499,19,page_view,2025-02-26T23:55:52.500181,/cart
500,19,page_view,2025-06-02T23:55:52.500188,/products
501,19,product_view,2025-11-25T23:55:52.500194,/home
502,19,search,2025-07-12T23:55:52.500201,/products
503,19,add_to_cart,2025-05-25T23:55:52.500207,/home
504,19,page_view,2025-08-10T23:55:52.500214,/products
505,19,add_to_cart,2025-10-11T23:55:52.500221,/products
