id,user_id,order_date,status,total_amount
98,20,2025-08-14T23:55:52.393914,cancelled,153.89
99,20,2025-11-13T23:55:52.393925,cancelled,281.72
100,20,2025-11-08T23:55:52.393939,cancelled,202.13
101,20,2025-04-25T23:55:52.393952,pending,960.54
102,21,2025-07-13T23:55:52.393975,cancelled,225.23
103,21,2025-03-15T23:55:52.393987,cancelled,460.53
104,21,2026-01-22T23:55:52.393999,cancelled,633.4
105,22,2025-06-20T23:55:52.394022,cancelled,458.08
106,22,2026-02-03T23:55:52.394046,cancelled,254.06
107,22,2025-09-16T23:55:52.394057,cancelled,818.29
108,23,2025-04-16T23:55:52.394067,completed,809.53
109,24,2025-11-02T23:55:52.394081,pending,359.69
110,24,2025-06-16T23:55:52.394101,completed,299.24
111,24,2025-05-31T23:55:52.394119,cancelled,967.62
112,24,2025-08-29T23:55:52.394147,cancelled,419.21
113,24,2025-07-20T23:55:52.394162,cancelled,158.52
114,24,2025-08-09T23:55:52.394173,pending,636.49
115,24,2025-02-26T23:55:52.394192,cancelled,810.58
116,24,2025-03-28T23:55:52.394207,cancelled,130.51
117,25,2025-08-29T23:55:52.394231,completed,276.64
118,25,2025-12-08T23:55:52.394250,completed,404.64
119,26,2025-05-20T23:55:52.394267,pending,447.33
120,26,2025-11-27T23:55:52.394287,cancelled,414.52
121,27,2025-06-01T23:55:52.394371,cancelled,560.51
122,27,2025-03-12T23:55:52.394403,completed,577.17
123,28,2025-09-11T23:55:52.394422,completed,227.74
124,28,2025-06-20T23:55:52.394436,cancelled,100.93
125,28,2025-08-06T23:55:52.394516,completed,510.38
126,28,2025-10-29T23:55:52.394534,pending,965.64
127,28,2025-05-23T23:55:52.394544,cancelled,520.22
128,28,2025-02-20T23:55:52.394551,pending,444.85
129,28,2025-06-23T23:55:52.394559,pending,208.89
130,29,2026-01-21T23:55:52.394570,completed,327.49
131,29,2025-09-18T23:55:52.394578,completed,560.73
132,29,2025-11-11T23:55:52.394585,pending,587.37
133,29,2025-05-28T23:55:52.394593,cancelled,535.27
134,29,2025-04-18T23:55:52.394601,completed,304.49
135,29,2025-05-03T23:55:52.394608,pending,564.94
136,29,2026-01-15T23:55:52.394618,cancelled,469.3
137,29,2025-10-17T23:55:52.394627,pending,147.3
138,29,2025-03-08T23:55:52.394633,completed,332.82
139,31,2025-09-24T23:55:52.394640,pending,869.09
140,31,2025-12-23T23:55:52.394645,pending,872.03
141,31,2025-12-07T23:55:52.394650,completed,249.38
142,31,2025-04-10T23:55:52.394656,cancelled,383.1
143,31,2025-02-07T23:55:52.394661,cancelled,651.13
144,31,2025-11-13T23:55:52.394666,cancelled,182.27
145,31,2025-10-23T23:55:52.394672,completed,815.17
146,32,2025-08-10T23:55:52.394678,cancelled,317.03
147,32,2025-05-06T23:55:52.394683,completed,357.47
148,32,2025-02-10T23:55:52.394688,pending,324.87
149,32,2025-09-22T23:55:52.394693,cancelled,986.21
150,32,2025-02-23T23:55:52.394699,completed,178.81
151,32,2025-07-10T23:55:52.394705,completed,992.86
152,32,2025-03-07T23:55:52.394710,completed,716.36
153,32,2025-11-30T23:55:52.394717,completed,188.93
154,32,2025-08-25T23:55:52.394722,completed,773.4
155,33,2025-07-19T23:55:52.394728,pending,185.06
156,33,2025-03-19T23:55:52.394733,pending,646.42
157,33,2025-07-28T23:55:52.394738,pending,121.74
158,33,2025-12-20T23:55:52.394743,pending,539.83
159,33,2025-09-16T23:55:52.394749,cancelled,939.52
160,33,2025-08-01T23:55:52.394754,pending,952.74
161,33,2025-08-22T23:55:52.394759,cancelled,52.35
162,33,2025-12-20T23:55:52.394764,cancelled,973.54
163,33,2025-03-17T23:55:52.394770,cancelled,712.42
164,33,2026-01-04T23:55:52.394775,cancelled,427.83
165,34,2025-10-20T23:55:52.394781,pending,305.11
166,34,2025-09-13T23:55:52.394789,pending,569.95
167,34,2025-12-01T23:55:52.394795,cancelled,859.8
168,34,2025-08-14T23:55:52.394800,cancelled,774.14
169,34,2026-01-13T23:55:52.394808,completed,644.87
170,34,2025-06-15T23:55:52.394815,completed,168.03
171,35,2025-06-25T23:55:52.394822,pending,50.64
172,35,2025-07-01T23:55:52.394827,completed,995.91
173,36,2025-03-10T23:55:52.394834,pending,201.03
174,36,2025-09-18T23:55:52.394840,completed,671.86
175,37,2025-12-25T23:55:52.394847,pending,681.28
176,37,2025-03-10T23:55:52.394852,completed,99.2
177,37,2025-03-22T23:55:52.394857,pending,739.69
178,37,2025-10-09T23:55:52.394863,pending,672.71
179,38,2026-02-05T23:55:52.394869,completed,502.97
180,39,2025-04-08T23:55:52.394875,completed,543.47
181,39,2025-06-23T23:55:52.394880,completed,57.66
182,40,2025-12-06T23:55:52.394886,pending,709.33
183,40,2025-06-06T23:55:52.394892,completed,267.5
184,40,2025-12-22T23:55:52.394897,cancelled,815.66
185,40,2025-12-15T23:55:52.394902,pending,399.18
186,40,2025-09-05T23:55:52.394907,completed,413.58
187,41,2025-03-14T23:55:52.394913,cancelled,185.71
188,41,2025-05-10T23:55:52.394919,cancelled,58.05
189,42,2025-11-13T23:55:52.394924,pending,383.63
190,42,2025-10-19T23:55:52.394930,cancelled,760.86
191,42,2025-07-10T23:55:52.394935,cancelled,702.24
192,42,2025-10-17T23:55:52.394940,completed,901.76
193,42,2025-11-26T23:55:52.394945,completed,610.1
194,42,2025-07-24T23:55:52.394950,pending,965.09
195,42,2025-08-28T23:55:52.394955,completed,285.4
196,42,2025-03-12T23:55:52.394960,completed,285.76
197,42,2025-04-04T23:55:52.394965,cancelled,735.12
198,42,2025-09-13T23:55:52.394971,cancelled,75.48
199,43,2025-09-04T23:55:52.394977,completed,541.86
200,43,2025-05-21T23:55:52.394982,completed,760.45
201,43,2025-09-07T23:55:52.394990,cancelled,101.84
202,43,2025-10-06T23:55:52.394996,pending,416.59
203,43,2025-10-05T23:55:52.395001,pending,656.18
204,43,2025-12-31T23:55:52.395006,cancelled,894.29
205,43,2026-01-30T23:55:52.395011,pending,937.23
206,43,2025-11-30T23:55:52.395017,pending,867.77
207,43,2025-04-20T23:55:52.395022,pending,397.14
208,43,2025-02-21T23:55:52.395027,completed,774.59
209,44,2026-01-28T23:55:52.395033,cancelled,114.16
210,45,2025-10-18T23:55:52.395039,completed,926.45
211,45,2025-07-17T23:55:52.395044,cancelled,322.16
212,45,2025-02-06T23:55:52.395049,cancelled,778.75
213,45,2025-07-04T23:55:52.395054,cancelled,432.16
214,46,2025-05-07T23:55:52.395060,cancelled,635.24
215,46,2025-09-16T23:55:52.395066,completed,344.41
216,46,2025-05-20T23:55:52.395071,completed,975.6
217,46,2025-11-18T23:55:52.395076,cancelled,360.41
218,46,2025-04-11T23:55:52.395081,cancelled,775.06
219,46,2025-03-10T23:55:52.395086,cancelled,661.0
220,46,2025-08-31T23:55:52.395091,cancelled,465.61
221,46,2025-10-06T23:55:52.395099,completed,282.26
222,46,2025-06-28T23:55:52.395104,completed,480.7
223,46,2025-03-31T23:55:52.395109,completed,343.83
224,47,2025-11-08T23:55:52.395115,completed,62.03
225,47,2025-11-27T23:55:52.395120,cancelled,60.78
226,47,2025-05-27T23:55:52.395125,pending,546.86
227,47,2025-09-26T23:55:52.395131,completed,403.28
228,47,2025-09-21T23:55:52.395136,cancelled,892.09
229,47,2026-01-21T23:55:52.395141,pending,816.75
230,47,2025-09-19T23:55:52.395149,cancelled,110.68
231,47,2025-02-06T23:55:52.395154,cancelled,646.16
232,47,2025-05-27T23:55:52.395159,pending,535.24
233,47,2026-01-08T23:55:52.395167,pending,866.39
234,48,2025-08-01T23:55:52.395174,completed,292.36
235,48,2025-12-15T23:55:52.395179,cancelled,690.41
236,49,2025-10-12T23:55:52.395187,cancelled,533.38
237,52,2026-01-13T23:55:52.398096,pending,395.78
238,52,2025-11-21T23:55:52.398110,completed,934.6
239,52,2026-01-18T23:55:52.398129,cancelled,812.96
240,53,2025-07-06T23:55:52.398145,completed,355.71
241,53,2025-07-07T23:55:52.398157,cancelled,353.94
242,53,2025-12-28T23:55:52.398167,cancelled,404.17
243,53,2025-05-24T23:55:52.398178,cancelled,906.84
244,53,2025-11-06T23:55:52.398189,completed,814.12
245,53,2026-01-13T23:55:52.398200,pending,115.48
246,53,2025-06-12T23:55:52.398212,pending,784.85
247,53,2025-08-30T23:55:52.398224,pending,132.07
248,53,2025-06-17T23:55:52.398259,completed,400.47
249,53,2025-09-09T23:55:52.398355,cancelled,795.28
250,54,2025-10-04T23:55:52.398409,pending,399.86
251,54,2025-05-29T23:55:52.398422,completed,745.84
252,54,2025-05-02T23:55:52.398436,completed,193.04
253,54,2025-07-11T23:55:52.398449,completed,271.35
254,54,2025-08-12T23:55:52.398462,cancelled,847.6
255,54,2026-02-01T23:55:52.398473,pending,51.39
256,54,2025-03-06T23:55:52.398489,pending,856.56
257,54,2025-09-01T23:55:52.398501,completed,244.93
258,54,2025-10-07T23:55:52.398513,pending,517.43
259,56,2025-02-06T23:55:52.398532,pending,138.38
260,56,2025-10-10T23:55:52.398544,cancelled,442.4
261,57,2025-06-16T23:55:52.398557,cancelled,130.66
262,57,2025-12-19T23:55:52.398567,cancelled,176.84
263,57,2025-07-19T23:55:52.398578,completed,612.3
264,57,2026-01-05T23:55:52.398596,pending,679.32
265,57,2025-12-01T23:55:52.398607,completed,327.09
266,58,2025-07-19T23:55:52.398620,cancelled,840.3
267,58,2025-08-22T23:55:52.398632,pending,480.12
268,58,2025-10-09T23:55:52.398643,completed,946.38
269,58,2025-11-28T23:55:52.398654,cancelled,153.52
270,58,2025-12-13T23:55:52.398712,completed,477.09
271,59,2025-07-12T23:55:52.398866,completed,559.13
272,59,2025-10-22T23:55:52.398891,pending,342.89
273,59,2025-09-23T23:55:52.398904,completed,135.9
274,59,2025-02-19T23:55:52.398980,pending,835.07
275,59,2025-02-14T23:55:52.399308,cancelled,88.31
276,60,2025-11-22T23:55:52.399329,completed,725.6
277,60,2025-08-07T23:55:52.399342,pending,537.79
278,60,2025-02-24T23:55:52.399353,pending,297.16
279,60,2025-11-08T23:55:52.399364,completed,954.49
280,60,2025-06-19T23:55:52.399375,cancelled,760.67
281,61,2025-12-19T23:55:52.399467,pending,146.81
282,61,2025-11-26T23:55:52.399488,completed,61.36
283,61,2025-10-15T23:55:52.399500,completed,238.23
284,62,2025-07-30T23:55:52.399514,cancelled,648.78
285,62,2025-03-12T23:55:52.399525,completed,603.21
286,62,2025-09-26T23:55:52.399537,completed,70.71
287,62,2026-01-03T23:55:52.399549,completed,907.37
288,62,2025-06-23T23:55:52.399560,completed,137.38
289,62,2025-08-20T23:55:52.399572,completed,90.56
290,63,2026-01-11T23:55:52.399588,completed,927.93
291,63,2025-06-29T23:55:52.399601,cancelled,425.25
292,63,2026-01-21T23:55:52.399614,pending,699.05
293,63,2025-11-09T23:55:52.399626,pending,253.98
294,63,2025-11-02T23:55:52.399650,pending,315.86
295,63,2025-11-21T23:55:52.399695,completed,633.4
296,63,2025-03-27T23:55:52.399761,completed,664.91
297,64,2025-07-10T23:55:52.399880,cancelled,505.08
298,64,2025-12-23T23:55:52.399904,pending,413.86
299,64,2025-07-06T23:55:52.399919,completed,660.52
300,64,2025-05-12T23:55:52.399939,completed,649.22
301,64,2025-05-03T23:55:52.399955,completed,989.93
302,64,2025-02-05T23:55:52.399969,pending,505.7
303,64,2025-06-02T23:55:52.399980,pending,917.04
304,65,2025-08-25T23:55:52.399994,pending,306.91
305,65,2026-01-23T23:55:52.400005,pending,617.26
306,65,2026-01-21T23:55:52.400016,pending,105.66
307,65,2025-06-09T23:55:52.400028,cancelled,389.56
308,65,2025-04-12T23:55:52.400046,completed,975.28
309,65,2025-12-16T23:55:52.400090,completed,674.02
310,65,2025-09-22T23:55:52.400135,cancelled,825.47
311,65,2026-01-08T23:55:52.400179,completed,596.91
312,66,2025-08-08T23:55:52.400195,completed,217.3
313,66,2025-04-08T23:55:52.400209,pending,815.9
314,66,2025-02-13T23:55:52.400279,pending,918.28
315,66,2026-01-22T23:55:52.400291,cancelled,715.53
316,66,2025-04-21T23:55:52.400301,cancelled,185.0
317,66,2025-11-01T23:55:52.400313,pending,565.02
318,67,2025-05-30T23:55:52.400327,completed,135.74
319,67,2025-10-09T23:55:52.400338,cancelled,257.87
320,68,2025-06-06T23:55:52.400352,completed,365.15
321,68,2025-03-28T23:55:52.400363,completed,816.12
322,68,2025-08-15T23:55:52.400374,cancelled,218.59
323,68,2025-08-24T23:55:52.400386,completed,70.82
324,68,2025-04-11T23:55:52.400408,cancelled,921.36
325,68,2025-12-11T23:55:52.400421,cancelled,867.64
326,68,2025-12-30T23:55:52.400434,pending,719.31
327,68,2025-03-03T23:55:52.400447,pending,606.72
328,69,2025-09-04T23:55:52.400466,pending,179.63
329,69,2025-11-17T23:55:52.400482,cancelled,951.26
330,69,2025-03-15T23:55:52.400493,pending,666.72
331,69,2025-11-08T23:55:52.400505,cancelled,970.31
332,69,2025-02-15T23:55:52.400516,cancelled,797.64
333,70,2025-03-02T23:55:52.400531,cancelled,823.73
334,70,2025-07-27T23:55:52.400542,pending,747.3
335,70,2025-09-08T23:55:52.400554,completed,218.82
336,72,2025-07-20T23:55:52.400571,cancelled,80.76
337,72,2025-04-03T23:55:52.400584,pending,924.99
338,72,2025-03-29T23:55:52.400595,completed,657.66
339,72,2025-12-14T23:55:52.400607,pending,183.61
340,72,2025-12-28T23:55:52.400618,completed,379.47
341,72,2025-08-26T23:55:52.400631,completed,654.38
342,72,2025-12-22T23:55:52.402218,cancelled,686.52
343,72,2025-08-18T23:55:52.402247,pending,60.83
344,72,2025-10-21T23:55:52.402268,completed,708.52
345,73,2025-09-27T23:55:52.402294,completed,734.39
346,73,2026-01-12T23:55:52.402399,pending,466.31
347,73,2025-07-06T23:55:52.402433,completed,890.32
348,73,2025-05-29T23:55:52.402450,pending,383.67
349,73,2025-07-28T23:55:52.402462,completed,837.37
350,74,2025-03-09T23:55:52.402485,cancelled,264.3
351,74,2025-06-19T23:55:52.402498,completed,809.23
352,74,2026-01-19T23:55:52.402509,pending,69.07
353,74,2025-09-25T23:55:52.402520,completed,120.49
354,74,2025-11-10T23:55:52.402540,pending,202.86
355,74,2025-12-29T23:55:52.402553,cancelled,944.74
356,74,2025-12-20T23:55:52.402567,pending,614.33
357,74,2025-03-28T23:55:52.402586,pending,719.28
358,74,2025-06-30T23:55:52.402603,cancelled,206.75
359,75,2025-11-17T23:55:52.402618,completed,146.19
360,75,2025-10-23T23:55:52.402640,completed,438.82
361,75,2025-04-28T23:55:52.402652,cancelled,929.29
362,75,2025-05-05T23:55:52.402664,pending,677.57
363,75,2025-09-06T23:55:52.402678,completed,141.12
364,75,2025-07-19T23:55:52.402698,cancelled,572.18
365,76,2025-11-19T23:55:52.402722,completed,392.79
366,76,2025-07-02T23:55:52.402740,completed,329.82
367,76,2025-03-04T23:55:52.402755,cancelled,620.2
368,76,2025-10-26T23:55:52.402771,completed,74.45
369,76,2025-11-10T23:55:52.402782,cancelled,327.22
370,76,2025-12-26T23:55:52.402794,pending,851.58
371,76,2025-09-01T23:55:52.402806,pending,497.4
372,77,2025-09-23T23:55:52.402822,completed,659.77
373,77,2025-07-22T23:55:52.402836,completed,402.47
374,77,2025-07-25T23:55:52.402855,pending,227.25
375,77,2026-01-14T23:55:52.402869,pending,467.75
376,77,2025-09-24T23:55:52.402880,completed,845.22
377,77,2025-04-23T23:55:52.402889,completed,193.57
378,77,2025-02-14T23:55:52.402902,cancelled,141.87
379,77,2025-02-28T23:55:52.402917,pending,817.77
380,77,2025-07-09T23:55:52.402930,cancelled,266.14
381,77,2026-01-05T23:55:52.402944,pending,827.48
382,78,2025-05-07T23:55:52.402960,cancelled,873.55
383,78,2025-06-07T23:55:52.402981,cancelled,887.57
384,78,2025-06-07T23:55:52.403003,pending,125.01
385,78,2025-02-05T23:55:52.403019,completed,527.0
386,78,2025-05-17T23:55:52.403033,cancelled,693.66
387,78,2025-03-25T23:55:52.403051,completed,164.27
388,79,2025-11-09T23:55:52.403066,completed,973.56
389,79,2025-10-30T23:55:52.403093,completed,90.54
390,79,2025-12-27T23:55:52.403104,cancelled,463.62
391,79,2025-03-21T23:55:52.403122,completed,842.4
392,79,2025-09-26T23:55:52.403132,pending,915.26
393,79,2026-01-02T23:55:52.403142,completed,418.69
394,79,2025-07-17T23:55:52.403152,cancelled,359.82
395,80,2025-05-15T23:55:52.403163,pending,921.3
396,80,2026-01-30T23:55:52.403172,cancelled,641.91
397,80,2025-05-14T23:55:52.403182,pending,156.89
398,80,2025-11-21T23:55:52.403192,completed,588.26
399,81,2025-12-16T23:55:52.403202,completed,584.55
400,81,2025-12-16T23:55:52.403215,pending,874.1
401,81,2025-08-13T23:55:52.403224,pending,300.93
402,81,2025-03-07T23:55:52.403241,pending,593.42
403,81,2025-06-08T23:55:52.403254,completed,213.59
404,81,2025-07-14T23:55:52.403263,completed,637.33
405,81,2025-02-22T23:55:52.403275,cancelled,431.63
406,81,2025-07-18T23:55:52.403285,pending,705.99
407,81,2026-01-11T23:55:52.403319,cancelled,501.46
408,82,2025-07-30T23:55:52.403333,completed,370.97
409,82,2025-09-03T23:55:52.403345,pending,316.33
410,82,2025-05-30T23:55:52.403377,cancelled,700.61
411,82,2025-10-12T23:55:52.403392,completed,335.46
412,83,2025-08-25T23:55:52.403408,pending,742.36
413,83,2025-04-02T23:55:52.403423,cancelled,134.82
414,83,2025-06-24T23:55:52.403455,completed,917.76
415,83,2025-07-12T23:55:52.403501,cancelled,510.24
416,83,2025-05-17T23:55:52.403514,pending,829.97
417,83,2025-05-18T23:55:52.403522,completed,112.34
418,83,2025-02-07T23:55:52.403532,cancelled,433.22
419,84,2025-04-20T23:55:52.403556,completed,215.05
420,84,2025-10-26T23:55:52.403575,completed,287.02
421,84,2025-06-17T23:55:52.403591,completed,922.13
422,84,2025-02-10T23:55:52.403599,completed,310.28
423,84,2025-06-13T23:55:52.403609,cancelled,427.1
424,84,2025-12-04T23:55:52.403617,cancelled,79.04
425,84,2025-07-30T23:55:52.403643,pending,614.34
426,84,2025-11-07T23:55:52.403650,pending,607.54
427,85,2025-08-13T23:55:52.403659,completed,845.77
428,85,2025-09-26T23:55:52.403666,cancelled,839.33
429,85,2025-12-21T23:55:52.403673,pending,76.08
430,85,2026-01-11T23:55:52.403681,completed,861.13
431,85,2025-10-19T23:55:52.403688,completed,665.01
432,86,2025-10-23T23:55:52.403697,pending,669.01
433,86,2025-05-19T23:55:52.403704,completed,871.4
434,86,2025-02-21T23:55:52.403711,completed,500.39
435,86,2025-11-30T23:55:52.403719,cancelled,214.54
436,86,2026-02-01T23:55:52.403726,completed,289.77
437,86,2025-09-02T23:55:52.403733,cancelled,968.67
438,86,2025-03-13T23:55:52.403741,pending,452.62
439,86,2025-07-28T23:55:52.403752,pending,486.05
440,86,2025-10-17T23:55:52.403759,pending,337.04
441,86,2025-05-15T23:55:52.403766,cancelled,427.29
442,87,2026-02-02T23:55:52.403775,cancelled,999.46
443,88,2025-04-24T23:55:52.403784,cancelled,614.08
444,88,2025-09-14T23:55:52.403791,pending,700.19
445,88,2025-06-04T23:55:52.403798,completed,369.47
446,88,2025-09-17T23:55:52.403805,cancelled,358.88
447,88,2025-09-17T23:55:52.403812,pending,673.31
448,89,2025-09-06T23:55:52.403821,completed,192.43
449,89,2025-10-05T23:55:52.403828,completed,815.16
450,89,2025-04-04T23:55:52.403836,pending,677.5
451,89,2025-02-22T23:55:52.403843,completed,735.22
452,89,2025-03-07T23:55:52.403850,pending,997.6
453,89,2025-09-26T23:55:52.403858,pending,434.37
454,89,2026-01-18T23:55:52.403865,cancelled,722.67
455,89,2025-04-19T23:55:52.403875,completed,376.01
456,89,2025-02-05T23:55:52.403882,completed,702.0
457,89,2025-03-16T23:55:52.403890,pending,911.2
458,90,2025-08-06T23:55:52.403936,cancelled,335.19
459,90,2025-11-10T23:55:52.403944,cancelled,882.67
460,90,2025-11-05T23:55:52.403952,pending,142.72
461,90,2025-12-02T23:55:52.403959,cancelled,295.72
462,90,2025-04-25T23:55:52.403966,completed,949.58
463,90,2025-08-18T23:55:52.403974,cancelled,134.83
464,90,2025-08-08T23:55:52.403981,completed,757.0
465,90,2025-09-01T23:55:52.403988,pending,798.69
466,90,2025-08-20T23:55:52.403995,pending,297.53
467,90,2025-09-08T23:55:52.404003,pending,858.65
468,91,2026-01-09T23:55:52.404011,cancelled,604.4
469,91,2025-03-25T23:55:52.404018,completed,498.61
470,91,2025-10-29T23:55:52.404026,cancelled,163.83
471,91,2025-02-22T23:55:52.404033,pending,553.35
472,91,2025-07-09T23:55:52.404040,completed,877.31
473,91,2025-11-20T23:55:52.404048,completed,992.73
474,91,2025-08-14T23:55:52.404055,pending,987.83
475,92,2025-11-24T23:55:52.404063,pending,869.27
476,92,2025-11-05T23:55:52.404073,completed,513.2
477,92,2025-03-19T23:55:52.404081,completed,347.74
478,92,2026-01-07T23:55:52.404088,completed,479.45
479,92,2025-10-21T23:55:52.404095,completed,597.46
480,92,2025-11-16T23:55:52.404103,pending,795.95
481,92,2025-12-22T23:55:52.404110,completed,633.76
482,93,2025-07-01T23:55:52.404118,pending,457.57
483,93,2025-06-06T23:55:52.404125,pending,54.44
484,93,2025-05-08T23:55:52.404132,completed,744.13
485,93,2026-01-29T23:55:52.404142,pending,769.01
486,93,2025-05-10T23:55:52.404150,completed,67.02
487,93,2026-02-03T23:55:52.404159,cancelled,746.92
488,93,2025-10-13T23:55:52.404167,cancelled,883.14
489,93,2025-08-30T23:55:52.404174,completed,147.57
490,93,2025-05-24T23:55:52.404181,cancelled,340.81
491,93,2026-01-03T23:55:52.404188,completed,333.29
492,94,2025-06-17T23:55:52.404197,cancelled,544.27
493,94,2025-05-13T23:55:52.404204,pending,461.98
494,94,2025-02-19T23:55:52.404211,completed,375.6
495,94,2025-05-31T23:55:52.404218,pending,762.61
496,95,2025-07-14T23:55:52.404227,completed,267.0
497,95,2025-11-30T23:55:52.404235,completed,747.37
498,96,2025-05-23T23:55:52.404244,completed,167.0
499,96,2025-02-06T23:55:52.404251,cancelled,802.52
500,96,2025-07-28T23:55:52.404258,cancelled,293.0
501,96,2025-05-08T23:55:52.404265,cancelled,96.16
502,96,2026-01-12T23:55:52.404275,cancelled,152.71
503,96,2026-01-26T23:55:52.404284,completed,705.26
504,96,2025-07-07T23:55:52.404292,pending,411.24
505,96,2025-05-01T23:55:52.404299,pending,500.68
